,dur,sbytes,rate,sload,sloss,sinpkt,smean,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_dst_src_ltm,ct_srv_dst,label
35,0.983874,816,17.278635,5976.375,2,109.31933300000001,82,2,1,1,2,3,0
36,0.714182,534,21.003049,5387.982422,2,79.35355600000001,53,3,1,1,2,2,0
37,59.995674,92,0.016668000000000002,6.133776,0,59998.195999999996,46,2,2,2,2,2,0
38,59.995678000000005,92,0.016668000000000002,6.133775,0,59998.2,46,2,2,2,2,2,0
39,59.995674,92,0.016668000000000002,6.133776,0,59998.195999999996,46,2,2,2,2,2,0
40,1.5352540000000001,826,12.375802,3876.882812,2,170.481889,83,2,1,1,2,3,0
41,59.995678000000005,92,0.016668000000000002,6.133775,0,59998.2,46,2,2,2,2,2,0
42,0.7572949999999999,534,19.80734,5081.243164,2,84.023333,53,3,1,1,2,2,0
43,0.759306,534,22.388865,5067.785645,2,84.242667,53,5,1,1,3,3,0
44,1.294036,2516,13.137192,14002.701169999998,2,143.781778,252,2,1,1,2,3,0
45,1.059359,830,16.047441,5641.147461,2,117.706556,83,1,1,1,1,1,0
46,0.6240479999999999,534,24.036613,6166.192383,2,69.229667,53,5,1,1,3,3,0
47,1.190292,2516,14.282210000000001,15223.15527,2,132.107111,252,2,1,1,2,3,0
48,0.9994719999999999,534,15.007924,3850.032715,2,110.960333,53,5,1,1,3,3,0
49,0.990548,804,19.181301,5847.268066,2,110.06088899999999,80,2,1,18,2,2,0
50,0.655618,534,22.879176,5869.271484000001,2,69.32600000000001,53,2,1,1,2,2,0
51,0.810167,2516,20.983328,22365.75781,2,83.94622199999999,252,17,1,1,3,3,0
52,14.846565,990,1.414469,509.208679,21,706.979312,45,17,6,4,14,15,0
53,14.846565,990,1.414469,509.208679,21,706.979312,45,17,6,4,14,15,0
54,14.846565,990,1.414469,509.208679,21,706.979312,45,17,6,4,14,15,0
55,1.5887879999999999,534,9.441158999999999,2421.971924,2,173.19299999999998,53,2,1,1,2,2,0
56,1.151373,2516,14.76498,15737.73145,2,123.646778,252,17,1,1,3,3,0
57,14.355273,900,1.323555,476.47995,19,755.540687,45,17,6,9,14,15,0
58,14.355273,900,1.323555,476.47995,19,755.540687,45,17,6,9,14,15,0
59,14.355273,900,1.323555,476.47995,19,755.540687,45,17,6,9,14,15,0
60,15.53235,900,1.2232530000000001,440.371246,19,817.492125,45,17,6,9,14,15,0
61,15.590976999999999,900,1.2186540000000001,438.71530199999995,19,820.57775,45,17,6,9,14,15,0
62,15.53235,900,1.2232530000000001,440.371246,19,817.492125,45,17,6,9,14,15,0
63,15.53235,900,1.2232530000000001,440.371246,19,817.492125,45,17,6,9,14,15,0
64,15.590976999999999,900,1.2186540000000001,438.71530199999995,19,820.57775,45,17,6,9,14,15,0
65,15.590976999999999,900,1.2186540000000001,438.71530199999995,19,820.57775,45,17,6,9,14,15,0
66,1.074494,2516,15.821401000000002,16863.75195,2,119.388222,252,17,1,1,3,3,0
67,15.979695999999999,810,1.06385,382.985992,17,939.982125,45,17,6,2,14,15,0
68,15.226356,810,1.116485,401.934662,17,895.668,45,17,6,2,14,15,0
69,15.979695999999999,810,1.06385,382.985992,17,939.982125,45,18,6,4,17,17,0
70,15.226356,810,1.116485,401.934662,17,895.668,45,18,6,4,17,17,0
71,15.979695999999999,810,1.06385,382.985992,17,939.982125,45,18,6,4,17,17,0
72,1.303518,898,14.575939000000002,5057.083984000001,2,118.50163500000001,75,1,1,1,1,1,0
73,15.226356,810,1.116485,401.934662,17,895.668,45,18,6,4,17,17,0
74,15.374568,720,0.9756370000000001,351.22937,15,1024.971188,45,18,6,3,17,17,0
75,15.374568,720,0.9756370000000001,351.22937,15,1024.971188,45,18,6,3,17,17,0
76,15.374568,720,0.9756370000000001,351.22937,15,1024.971188,45,18,6,3,17,17,0
77,0.582389,534,25.755981,6607.267578,2,64.69977800000001,53,3,1,1,2,2,0
78,16.448053,630,0.790367,284.532166,13,1265.234875,45,18,6,9,17,17,0
79,16.76671,630,0.775346,279.12451200000004,13,1289.747,45,18,6,9,17,17,0
80,16.76671,630,0.775346,279.12451200000004,13,1289.747,45,18,6,9,17,17,0
81,15.40279,630,0.8440030000000001,303.841064,13,1184.83,45,18,6,9,17,17,0
82,16.448053,630,0.790367,284.532166,13,1265.234875,45,18,6,9,17,17,0
83,2.462774,2516,6.902785000000001,7357.556640999999,2,273.641556,252,18,1,1,1,1,0
84,1.047169,534,16.234247,3674.669678,2,116.35211100000001,53,3,1,1,2,2,0
85,16.76671,630,0.775346,279.12451200000004,13,1289.747,45,18,6,9,17,17,0
86,16.448053,630,0.790367,284.532166,13,1265.234875,45,18,6,9,17,17,0
87,15.40279,630,0.8440030000000001,303.841064,13,1184.83,45,18,6,9,17,17,0
88,15.40279,630,0.8440030000000001,303.841064,13,1184.83,45,18,6,9,17,17,0
89,2.417396,896,8.687033,2720.282471,2,219.671639,75,1,1,2,1,1,0
90,16.044233,540,0.685605,246.817657,11,1458.56675,45,8,6,5,7,8,0
91,16.352577,540,0.6726770000000001,242.163666,11,1486.598,45,8,6,5,7,8,0
92,16.044233,540,0.685605,246.817657,11,1458.56675,45,18,6,2,17,17,0
93,16.352577,540,0.6726770000000001,242.163666,11,1486.598,45,8,6,5,7,8,0
94,16.352577,540,0.6726770000000001,242.163666,11,1486.598,45,8,6,5,7,8,0
95,16.044233,540,0.685605,246.817657,11,1458.56675,45,8,6,5,7,8,0
96,0.664512,534,22.572957000000002,5790.71582,2,69.994778,53,5,1,1,3,3,0
97,0.860208,534,17.437642999999998,4473.336914,2,95.47466700000001,53,5,1,1,3,3,0
98,15.102544,450,0.5959260000000001,214.53340099999997,9,1678.0605,45,11,6,2,11,11,0
99,1.9794450000000001,810,9.59865,2946.280518,2,219.938333,81,2,1,1,2,2,0
100,15.102544,450,0.5959260000000001,214.53340099999997,9,1678.0605,45,11,6,2,11,11,0
101,1.763225,2516,9.641424,10276.624020000001,2,193.716111,252,8,1,1,1,1,0
102,0.651652,534,23.018422,5904.992188,2,68.209889,53,5,1,1,3,3,0
103,15.684376,450,0.573819,206.57501200000002,9,1742.7085,45,8,6,2,7,8,0
104,15.684376,450,0.573819,206.57501200000002,9,1742.7085,45,8,6,2,7,8,0
105,15.008935999999999,360,0.46638900000000005,167.899979,7,2144.13375,45,11,6,2,11,11,0
106,15.008935999999999,360,0.46638900000000005,167.899979,7,2144.13375,45,11,6,2,11,11,0
107,1.15935,534,14.663388000000001,3319.1010739999997,2,122.44811100000001,53,3,1,1,2,2,0
108,16.131804000000002,360,0.433925,156.213165,7,2304.54325,45,11,6,2,11,11,0
109,16.131804000000002,360,0.433925,156.213165,7,2304.54325,45,11,6,2,11,11,0
110,0.717487,534,20.906303,5363.163574,2,66.38833299999999,53,3,1,1,2,2,0
111,16.488672,270,0.303238,109.16585500000001,5,3297.7345,45,11,6,5,11,11,0
112,0.874834,2516,19.432257999999997,20712.5,2,97.190556,252,12,1,1,3,3,0
113,16.800188000000002,270,0.297616,107.141655,5,3360.0375,45,12,6,1,9,9,0
114,16.488672,270,0.303238,109.16585500000001,5,3297.7345,45,11,6,5,11,11,0
115,16.800188000000002,270,0.297616,107.141655,5,3360.0375,45,11,6,5,11,11,0
116,1.538604,814,12.348856,3811.2470700000003,2,170.860889,81,2,1,1,2,2,0
117,16.136995000000002,270,0.309847,111.54493000000001,5,3227.3990000000003,45,11,6,5,11,11,0
118,16.136995000000002,270,0.309847,111.54493000000001,5,3227.3990000000003,45,11,6,5,11,11,0
119,17.272807999999998,180,0.173683,62.526024,3,5757.6025,45,12,6,8,9,9,0
120,17.267853,180,0.173733,62.543964,3,5755.9505,45,12,6,8,9,9,0
121,17.267853,180,0.173733,62.543964,3,5755.9505,45,12,6,8,9,9,0
122,0.8692059999999999,534,17.257129,4427.028809,2,89.176556,53,4,1,1,3,3,0
123,19.176810999999997,180,0.15643900000000002,56.31802,3,6392.2705,45,12,6,8,9,9,0
124,17.272807999999998,180,0.173683,62.526024,3,5757.6025,45,12,6,8,9,9,0
125,16.687513,180,0.179775,64.719048,3,5562.5045,45,12,6,8,9,9,0
126,19.176810999999997,180,0.15643900000000002,56.31802,3,6392.2705,45,12,6,8,9,9,0
127,0.8167810000000001,2516,18.364776000000003,22184.65039,2,90.47622199999999,252,12,1,1,3,3,0
128,16.687513,180,0.179775,64.719048,3,5562.5045,45,12,6,8,9,9,0
129,0.724897,534,20.692594,5308.340332,2,78.324111,53,4,1,1,3,3,0
130,1.6252870000000001,876,11.690242999999999,3952.532471,2,147.753369,73,1,1,2,1,1,0
131,1.7391419999999997,2516,9.774935000000001,10418.93066,2,193.200556,252,12,1,1,3,3,0
132,0.885835,534,16.933176,4343.924316,2,98.38833299999999,53,4,1,1,3,3,0
133,1.1794850000000001,534,14.413070999999999,3262.440918,2,131.053889,53,5,1,1,2,2,0
134,1.318945,2516,12.889089,13738.25195,2,139.290556,252,1,1,2,1,2,0
135,1.048635,824,16.211551,5660.692383,2,116.515,82,4,1,1,4,4,0
136,1.49338,822,12.722817,3964.161865,2,165.84311100000002,82,4,1,19,4,4,0
137,1.49338,822,12.722817,3964.161865,2,165.84311100000002,82,4,1,19,4,4,0
138,0.6578430000000001,534,25.842032,5849.419922,2,71.205889,53,5,1,1,2,2,0
139,1.49338,822,12.722817,3964.161865,2,165.84311100000002,82,4,1,19,4,4,0
140,1.450415,2516,11.720783,12492.97559,2,161.142778,252,3,1,1,1,1,0
141,1.45018,534,11.722682,2653.463623,2,161.131111,53,3,1,1,2,2,0
142,1.3022690000000001,534,13.054139,2954.842773,2,131.686,53,3,1,1,2,2,0
143,1.20946,816,14.055859,4861.673828,2,134.384444,82,4,1,1,4,5,0
144,0.638839,2516,23.480094,28363.95313,2,67.101111,252,2,1,1,2,3,0
145,1.3683530000000002,810,13.885306,4262.058105,2,151.93688899999998,81,4,1,2,4,5,0
146,1.3683530000000002,810,13.885306,4262.058105,2,151.93688899999998,81,4,1,2,4,5,0
147,0.963874,2516,17.63716,18799.13867,2,104.145556,252,2,1,2,2,3,0
148,0.866189,534,19.626202,4442.448242,2,91.926889,53,4,1,1,1,1,0
149,0.720965,800,23.579507,7989.291992,2,80.107222,80,2,1,20,2,2,0
150,0.650809,2516,23.048237,27842.27148,2,65.168778,252,2,1,1,2,2,0
151,1.09756,792,17.311126,5196.981934,2,121.93722199999999,79,2,1,1,2,2,0
152,0.8470270000000001,534,17.708999,4542.948242,2,90.553,53,2,1,1,2,2,0
153,0.698707,2516,21.468227,25933.61719,2,72.785,252,2,1,1,2,2,0
154,1.058935,2516,16.053865,17111.53125,2,117.64944399999999,252,3,1,1,2,2,0
155,0.762124,534,22.306081,5049.047363000001,2,84.680444,53,6,1,1,4,4,0
156,0.696721,2516,24.40001,26007.54102,2,74.717,252,3,1,1,2,2,0
157,1.5522719999999999,822,10.951689,3813.764648,2,172.47466699999998,82,2,1,1,2,2,0
158,1.0807719999999998,534,15.729496,3560.417725,2,118.04177800000001,53,6,1,1,4,4,0
159,0.685279,534,21.888895,5615.230957,2,63.28544399999999,53,5,1,1,3,3,0
160,0.8741610000000001,796,21.735126,6561.720215,2,97.12899999999999,80,2,1,1,1,1,0
161,0.6335069999999999,2516,23.677717,28602.68164,2,66.765333,252,18,1,1,1,1,0
162,0.418529,534,35.83981,9194.105469,2,43.467333,53,5,1,2,3,3,0
163,9.734114,540,1.1300459999999999,406.816711,11,884.9194369999999,45,18,6,11,18,17,0
164,9.05373,540,1.214969,437.388794,11,823.066375,45,18,6,11,18,17,0
165,8.834706,540,1.245089,448.232208,11,803.155062,45,18,6,11,18,17,0
166,9.05373,540,1.214969,437.388794,11,823.066375,45,18,6,11,18,17,0
167,8.232217,540,1.336214,481.036896,11,748.383375,45,18,6,11,18,17,0
168,9.492497,540,1.1588100000000001,417.17157000000003,11,862.95425,45,18,6,11,18,17,0
169,8.232217,540,1.336214,481.036896,11,748.383375,45,18,6,11,18,17,0
170,9.492497,540,1.1588100000000001,417.17157000000003,11,862.95425,45,18,6,11,18,17,0
171,1.139638,534,14.917017999999999,3376.510986,2,126.522667,53,5,1,2,3,3,0
172,9.734114,540,1.1300459999999999,406.816711,11,884.9194369999999,45,18,6,11,18,17,0
173,8.834706,540,1.245089,448.232208,11,803.155062,45,18,6,11,18,17,0
174,6e-06,90,166666.6608,59999996.0,1,0.006,45,18,6,11,18,17,0
175,13.982292999999999,450,0.643671,231.721649,9,1553.588125,45,27,6,20,25,25,0
176,20.535067,450,0.438275,157.778885,9,2281.67375,45,27,6,20,25,25,0
177,18.112692000000003,450,0.496889,178.880096,9,2012.521375,45,27,6,20,25,25,0
178,0.500492,2516,29.970509999999997,36204.375,2,55.454778000000005,252,27,1,1,1,1,0
179,15.328776999999999,450,0.5871310000000001,211.367157,9,1703.1975,45,27,6,20,25,25,0
180,14.958251999999998,450,0.601675,216.602844,9,1662.0279999999998,45,27,6,20,25,25,0
181,13.053721000000001,450,0.689459,248.205078,9,1450.4135,45,27,6,20,25,25,0
182,1.12155,890,18.724088000000002,5820.516602000001,2,101.878273,74,2,1,1,2,2,0
183,14.958251999999998,450,0.601675,216.602844,9,1662.0279999999998,45,27,6,20,25,25,0
184,19.106997,450,0.47103199999999995,169.571396,9,2122.9995,45,27,6,20,25,25,0
185,24.755817,450,0.363551,130.878326,9,2750.64575,45,27,6,20,25,25,0
186,23.255651,450,0.38700300000000004,139.320969,9,2583.96125,45,18,6,6,18,17,0
187,22.761001999999998,450,0.395413,142.34874,9,2529.0,45,18,6,6,18,17,0
188,23.255651,450,0.38700300000000004,139.320969,9,2583.96125,45,18,6,6,18,17,0
189,22.761001999999998,450,0.395413,142.34874,9,2529.0,45,18,6,6,18,17,0
190,18.44595,450,0.487912,175.648315,9,2049.54975,45,18,6,6,18,17,0
191,24.755817,450,0.363551,130.878326,9,2750.64575,45,18,6,6,18,17,0
192,15.328776999999999,450,0.5871310000000001,211.367157,9,1703.1975,45,27,6,20,25,25,0
193,13.053721000000001,450,0.689459,248.205078,9,1450.4135,45,27,6,20,25,25,0
194,20.535067,450,0.438275,157.778885,9,2281.67375,45,27,6,20,25,25,0
195,21.025787,450,0.428046,154.096481,9,2336.19825,45,27,6,20,25,25,0
196,21.987556,450,0.40932199999999996,147.356079,9,2443.06175,45,27,6,20,25,25,0
197,18.112692000000003,450,0.496889,178.880096,9,2012.521375,45,27,6,20,25,25,0
198,18.44595,450,0.487912,175.648315,9,2049.54975,45,27,6,20,25,25,0
199,21.987556,450,0.40932199999999996,147.356079,9,2443.06175,45,27,6,20,25,25,0
200,21.025787,450,0.428046,154.096481,9,2336.19825,45,27,6,20,25,25,0
201,19.106997,450,0.47103199999999995,169.571396,9,2122.9995,45,27,6,20,25,25,0
202,13.982292999999999,450,0.643671,231.721649,9,1553.588125,45,27,6,20,25,25,0
203,23.333012,360,0.300004,108.001488,7,3333.28675,45,27,6,2,25,25,0
204,23.333012,360,0.300004,108.001488,7,3333.28675,45,27,6,2,25,25,0
205,9e-06,104,111111.1072,46222220.0,0,0.009000000000000001,52,2,2,1,1,1,0
206,25.801886,360,0.271298,97.667282,7,3685.9835,45,27,6,3,25,25,0
207,23.387411,360,0.299306,107.750275,7,3341.05825,45,27,6,3,25,25,0
208,23.660702,360,0.295849,106.50571399999998,7,3380.1,45,11,6,5,10,10,0
209,25.758748999999998,360,0.271752,97.830841,7,3679.82075,45,11,6,5,10,10,0
210,23.660702,360,0.295849,106.50571399999998,7,3380.1,45,11,6,5,10,10,0
211,25.758748999999998,360,0.271752,97.830841,7,3679.82075,45,11,6,5,10,10,0
212,23.387411,360,0.299306,107.750275,7,3341.05825,45,11,6,5,10,10,0
213,1e-06,104,1000000.003,416000000.0,0,0.001,52,4,2,2,2,2,0
214,1.6735919999999997,810,11.352827,3484.7204590000006,2,185.81733300000002,81,2,1,1,2,2,0
215,0.764506,534,19.620514,5033.315918,2,81.707222,53,2,1,1,1,2,0
216,25.801886,360,0.271298,97.667282,7,3685.9835,45,27,6,3,25,25,0
217,2.185865,2516,7.777242,8289.625,2,235.24122200000002,252,11,1,1,1,1,0
218,4e-06,90,250000.0006,90000000.0,0,0.004,45,4,2,4,4,4,0
219,24.682304000000002,270,0.202574,72.926743,5,4936.460999999999,45,11,6,4,10,10,0
220,25.819430999999998,270,0.193653,69.714935,5,5163.8865,45,11,6,4,10,10,0
221,3e-06,2120,333333.3215,2826666496.0,0,0.003,1060,4,2,4,4,4,0
222,4e-06,90,250000.0006,90000000.0,0,0.004,45,4,2,4,4,4,0
223,25.819430999999998,270,0.193653,69.714935,5,5163.8865,45,11,6,4,10,10,0
224,3e-06,2120,333333.3215,2826666496.0,0,0.003,1060,4,2,4,4,4,0
225,24.682304000000002,270,0.202574,72.926743,5,4936.460999999999,45,11,6,4,10,10,0
226,1.429959,534,10.489811,2690.986084,2,154.764778,53,4,1,1,2,2,0
227,31.542561,180,0.09511,34.239452,3,10514.187,45,8,6,7,7,7,0
228,29.195513000000002,180,0.102756,36.991985,3,9731.837,45,8,6,7,7,7,0
229,30.79278,180,0.097425,35.073158,3,10264.259,45,8,6,7,7,7,0
230,30.79278,180,0.097425,35.073158,3,10264.259,45,8,6,7,7,7,0
231,27.413933,180,0.10943299999999999,39.396027000000004,3,9137.976999999999,45,11,6,1,10,10,0
232,31.542561,180,0.09511,34.239452,3,10514.187,45,8,6,7,7,7,0
233,0.524961,534,28.573551000000002,7330.068359000001,2,58.226333,53,4,1,1,2,2,0
234,3e-06,104,333333.3215,138666656.0,0,0.003,52,4,2,1,2,2,0
235,29.195513000000002,180,0.102756,36.991985,3,9731.837,45,8,6,7,7,7,0
236,27.413933,180,0.10943299999999999,39.396027000000004,3,9137.976999999999,45,8,6,7,7,7,0
237,5e-06,90,200000.0051,72000000.0,0,0.005,45,2,2,2,2,2,0
238,5e-06,90,200000.0051,72000000.0,0,0.005,45,2,2,2,2,2,0
239,1.129944,534,15.044994,3405.4785159999997,2,122.617,53,4,1,1,2,2,0
240,1.964566,2516,8.653311,9223.411133,2,218.17422200000001,252,8,1,1,1,1,0
241,2.349783,888,8.936996,2771.3198239999997,2,213.61663900000002,74,2,1,1,1,1,0
242,7.000000000000001e-06,104,142857.1409,59428572.0,0,0.006999999999999999,52,4,2,1,2,2,0
243,0.9219870000000001,1280,20.607666000000002,10551.125,0,48.525633,64,1,2,1,2,1,1
244,0.9219870000000001,1280,20.607666000000002,10551.125,0,48.525633,64,1,2,1,2,1,1
245,0.9219870000000001,1280,20.607666000000002,10551.125,0,48.525633,64,1,2,1,2,1,1
246,0.9219870000000001,1280,20.607666000000002,10551.125,0,48.525633,64,1,2,1,2,1,1
247,9e-06,104,111111.1072,46222220.0,0,0.009000000000000001,52,1,2,2,2,1,1
248,9e-06,156,111111.1072,69333328.0,0,0.009000000000000001,78,1,2,1,63,1,1
249,9e-06,156,111111.1072,69333328.0,0,0.009000000000000001,78,1,2,1,63,1,1
250,9e-06,156,111111.1072,69333328.0,0,0.009000000000000001,78,1,2,1,63,1,1
251,9e-06,156,111111.1072,69333328.0,0,0.009000000000000001,78,1,2,1,63,1,1
252,1.6e-05,196,62500.00016,49000000.0,0,0.016,98,1,2,1,1,1,1
253,0.22452399999999997,830,75.715734,26616.30664,2,24.947111,83,3,1,2,2,3,1
254,0.409782,852,41.485473999999996,14973.81543,2,45.531333000000004,85,2,1,2,3,2,1
255,0.258515,1064,58.023711999999996,29646.24805,2,28.723889,106,3,1,1,1,2,1
256,0.674665,564,25.197692,6023.730469,2,74.962778,56,2,1,1,1,1,1
257,5.600391,886,4.106856,1161.347534,2,509.126466,74,1,1,1,1,1,1
258,0.285988,1196,59.443053000000006,30127.13867,2,31.776444,120,1,1,1,1,1,1
259,3e-06,168,333333.3215,224000000.0,0,0.003,84,1,2,1,1,1,1
260,0.663844,564,25.608426,6121.92041,2,73.76044399999999,56,1,1,1,1,1,1
261,0.21731199999999998,1148,69.025183,38065.08594,2,24.145778,115,1,1,1,1,1,1
262,7.629428999999999,9082,195.951758,9476.987305,2,37.957358,45,1,1,1,1,1,1
263,0.5023920000000001,938,33.838119,13455.62891,2,53.853,94,1,1,1,1,1,1
264,0.460161,908,67.367726,14481.8877,2,41.83282,76,1,1,1,1,1,1
265,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,3,2,1,1,1,1
266,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
267,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
268,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
269,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
270,1.244202,3024,21.700656,18749.36719,0,46.081555,108,1,2,1,1,1,1
271,0.289402,1134,58.741818,28223.714839999997,2,32.155778000000005,113,2,1,1,2,2,1
272,0.6673680000000001,564,25.473202,6089.59375,2,74.152,56,1,1,1,1,1,1
273,0.20913299999999999,508,71.724692,17519.95117,2,21.766333,51,12,1,2,12,12,1
274,0.197552,758,75.929377,27658.54102,2,20.485667000000003,76,12,1,4,12,12,1
275,8e-06,168,125000.0003,84000000.0,0,0.008,84,4,2,1,1,1,1
276,0.483004,566,35.196396,8447.134766,2,53.667111,57,10,1,3,10,9,1
277,0.5236460000000001,674,28.645306,9273.44043,2,56.548667,67,7,1,1,7,7,1
278,2.032866,1186,21.152403,4458.729492,7,96.80314399999999,54,1,1,3,2,1,1
279,0.727527,364,20.617791,3507.773438,1,103.784429,46,1,1,3,2,1,1
280,9e-06,168,111111.1072,74666664.0,0,0.009000000000000001,84,5,2,1,1,1,1
281,0.681871,17266,39.596933,192446.9531,7,33.942421,863,7,1,2,6,6,1
282,0.566928,490,26.458384999999996,6223.012207,2,61.171222,49,7,1,1,6,6,1
283,0.8338540000000001,738,20.387262,6380.013672,2,88.893111,74,3,1,2,3,3,1
284,0.766293,1506,19.574758,14156.46484,2,77.807333,151,3,1,1,3,3,1
285,0.583476,1098,25.707998,13560.112309999999,2,60.923778000000006,110,1,1,2,1,4,1
286,0.625871,3984,27.162146999999997,46680.54688,3,51.98709,332,4,1,1,1,1,1
287,1.173262,2080,23.012763,13296.2627,5,78.21746999999999,130,1,1,1,1,1,1
288,0.451172,490,33.246744,7819.634276999999,2,50.120556,49,3,1,2,3,3,1
289,0.877186,564,19.380154,4632.99707,2,92.579444,56,1,1,1,1,2,1
290,0.694908,546,24.463669,5664.059082,2,74.59366700000001,55,9,1,1,6,6,1
291,0.5344770000000001,546,31.806795,7364.208495999999,2,57.001667000000005,55,7,1,1,7,7,1
292,0.322297,546,46.540921999999995,12212.33789,2,32.686444,55,7,1,2,7,7,1
293,0.688948,908,27.57828,9498.540039,2,76.549778,91,1,1,1,1,1,1
294,0.537852,484,31.607209,6485.055664,2,58.292333,48,5,1,2,5,4,1
295,0.7722180000000001,808,24.604451,7541.911620999999,2,85.802,81,2,1,1,2,3,1
296,0.43261700000000003,968,39.295727,16125.11719,2,45.916333,97,1,1,1,1,1,1
297,0.249214,848,68.21446800000001,24525.10742,2,27.690444,85,2,1,2,2,2,1
298,0.647249,564,26.265008,6278.881836,2,70.543222,56,1,1,1,1,1,1
299,0.190223,902,78.85481999999999,34149.39453,2,19.493111,90,1,1,1,1,1,1
300,0.894891,3178,43.580725,26997.70117,7,47.099528,159,1,1,1,1,1,1
301,0.998863,948,43.048947,7216.205078,7,52.571738,47,1,1,1,1,1,1
302,0.282722,844,60.129740000000005,21505.22461,2,31.413556,84,2,1,2,2,2,1
303,9.95755,10662,180.66693,8531.416016,7,40.64306,43,1,1,1,1,1,1
304,1.2322520000000001,950,31.64937,5862.437011999999,7,64.855367,48,2,1,1,1,1,1
305,0.305854,1582,49.043009000000005,37246.53125,2,29.005111,158,1,1,1,2,1,1
306,0.8454209999999999,9684,27.205379999999998,85912.22656,5,56.361397,605,1,1,1,2,1,1
307,0.379788,1294,39.495717,24540.00586,2,40.469444,129,5,1,1,5,5,1
308,0.588943,2062,25.469358,25211.26758,2,61.49100000000001,206,5,1,2,5,5,1
309,0.5966819999999999,3678,28.490887,45210.01172,3,51.066272,307,5,1,2,5,5,1
310,0.725222,550,23.441098,5460.396973,2,76.43211099999999,55,3,1,1,3,3,1
311,1e-05,168,100000.0025,67200000.0,0,0.01,84,5,2,1,1,1,1
312,0.740256,774,20.26326,7532.529297,2,82.119889,77,1,1,1,1,1,1
313,1.189909,718,14.286807000000001,4349.912598,2,124.082889,72,3,1,1,3,5,1
